COURSE,Danish title,Point( ECTS ),Language of instruction,Evaluation,Location,Course type,Type of assessment,Aid,Duration of Course,Schedule,Study lines,Recommended Academic prerequisites,Academic prerequisites,Mandatory Prerequisites,General course objectives,Learning objectives,Content,Remarks,Highlighted Message,Last updated,Scope and form,Exam duration,Home page,Previous Course,Registration Sign up,Not applicable together with,Green challenge participation,Department,Department involved,External Institution,Date of examination,Responsible,Course co-responsible,Institute,Main responsible name,Main responsible pic,Co responsible name 1,Co responsible pic 1,Co responsible name 2,Co responsible pic 2,Co responsible name 3,Co responsible pic 3,Co responsible name 4,Co responsible pic 4
02327,Indledende databaser og database programmering,5,Danish,"7 step scale , internal examiner",Campus Lyngby,BEngOffered as a single course,Evaluation of exercises/reports  Change due to Covid19: There is one larger report instead of (1) one smaller report and (2) a two hours exam.,All Aid,13 weeks,Spring F3A (Tues 8-12)  Normally two times 45 minutes lectures followed by exercises,[ ],,,,"The aims and objectives of the course is to make the student able to choose suitable storing methods for object persistence and especially able to use and develop databases for that purpose. This also includes selection and use of a DBMS. Furthermore, the student shall be able to use and access a relational database via a Java Program and JDBC. Test of both program and database. ",A student who has met the objectives of the course will be able to:<br />- Develop a conceptual data model (E/R-diagrams) Analyse a description of a problem to be solved as obtained<br />- Design the entities and their relationships together with attributes<br />- Perform logical data modelling from the conceptual data model<br />- Prove normalisation of the logical model to 3rd normal form or transform the logical model to 3rd normal form<br />- Carry out the activities to produce the physical database design (i.e. convert a logical model's relations to tables)<br />- Use advanced SQL for implementation of different kinds of database access<br />- Design and implement persistence between an objectoriented (Java) Program and a relational database using JDBC<br />- Optimise queries (to minimise resource usage and waiting time)<br />- Optimise the physical storage of data<br />- Account for other database types - including document oriented databases and graph databases.</li></ul>,"• Conceptual database design. <br /> o ER-modelling with ER- and EER diagrams <br /> o Structural constraints <br /> o Keys, domains and other constraints <br /> • Logical database design <br /> o Mapping from ER-model to relational model <br /> o Normalisation of relational model to 3NF <br /> • Physical database design <br /> o Optimization of queries using indexes <br /> o Administration of access rights. <br /> o Design and implementation of transaction control. <br /> • Design and implement mapping between a relation database and an object oriented program. <br /> o Methods for object persistence. <br /> • Structured Query Language <br /> o Views <br /> o Triggers <br /> o Stored Procedures <br /> • JDBC <br /> • NoSQL databases - Document oriented databases and Graph databases","The course contains a project, that is developed alongside the course. A number of assignments and a final project must be handed in and is part of the exam assessment. The work is done in groups. <br /><br /> In case of overbooking, diplom students shall be preferred. ",None,"07. april, 2021",Lectures and exercises and a project.,,,,At the Studyplanner,,"This course gives the student an opportunity to prepare a project that may participate in DTU's Study Conference on sustainability, climate technology, and the environment (GRØN DYST). More information http://www.groendyst.dtu.dk/english",01 Department of Applied Mathematics and Computer Science,,,"No exam, F3A, No ordinary exam, but reexam in F3A","Anne Elisabeth Haxthausen , Lyngby Campus, Building 322, Ph. (+45) 4525 7510 , aeha@dtu.dk",,,Anne Elisabeth Haxthausen,https://www.dtubasen.dtu.dk/showimage.aspx?id=853,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA
02332,Compilerteknik,5,Danish,"7 step scale , external examiner",Campus Lyngby,BEngOffered as a single course,"Written examination and exercises  The course has mandatory projects, which count 30%, and a written exam that counts 70%.",All Aid,13 weeks,Autumn E4A (Tues 13-17)  In case of overbooking diplom-students will be considered first.,[ ],,,,The students learn to understand principles of compilers. The students learn to use and construct software tools to implement parts of a working compiler. ,"A student who has met the objectives of the course will be able to:<br />- explain the different phases in compilation and execution<br />- operate selected tools relating to the compiler phases (e.g., lexers, parsers)<br />- explain the different elements in the description of a programming language<br />- derive specifications of the compiler phases, given a textual description of the syntax of a programming language<br />- design data structures for abstract syntax<br />- implement an analysis and code generation phase, given a textual description of the semantics of a programming language<br />- explain the concepts of a simple target language<br />- develop a working compiler<br />- achieve the goals as part of a group effort, while maintaining individual accountability<br />- communicate solutions to problems in a clear and precise manner</li></ul>",The course covers principles and the main phases of compilers: <br /><br /> (1) Lexical analysis (scanning) and tool support for generation of scanners. <br /> (2) Syntax analysis (parsing) and tool support for generation of parsers. <br /> (3) Semantical analysis. <br /> (4) Code generation. ,None,"Due to Covid-19, the written exam for the Summer of 2021 will be held as an online exam from home with all aids and open internet. <br /> Due to Covid-19, the written exam for the Winter of 2020 will be held as an online exam from home","09. februar, 2021",Class teaching and lab work.,4 hours,http://www.imm.dtu.dk/courses/02332,,At the Studyplanner,,"Please contact the teacher for information on whether this course gives the student the opportunity to prepare a project that may participate in DTU´s Study Conference on sustainability, climate technology, and the environment (GRØN DYST). More infor http://www.groendyst.dtu.dk/english",01 Department of Applied Mathematics and Computer Science,,,"E4A, F4A","Sebastian Alexander Mödersheim , Ph. (+45) 4525 3591 , samo@dtu.dk",,,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA
02346,Distribuerede og parallelle systemer,5,Danish,"7 step scale , external examiner",Campus Lyngby,BEng,Written examination  It is a requirement for exam participation that a certain number of mandatory assignments are approved.,Written works of reference are permitted,13 weeks,Spring F1B (Thurs 13-17),[ ],,,,"The course provides a broad introduction to distributed and parallel <br /> programming with a focus on practically applicable knowledge. Within <br /> the course, industry standards for parallel programming such OpenMP are <br /> introduced. <br /><br /> Fundamental and practical theory is studied. Students will also be <br /> able to measure performance of distributed and parallel systems. <br /><br /> One goal of the course is that students will be able to solve simple <br /> parallel programming tasks such as making a program race free and take <br /> a small part of a sequential program and turn it parallel using a <br /> industry standard parallel programming system. <br /><br /> Finally, distributed system consisting of a set of cooperating <br /> processes or machines will be studied. The goal is that students will <br /> be able to implement small distributed systems by using and <br /> understanding common coordination and communication methods. ",A student who has met the objectives of the course will be able to:<br />- apply knowledge of a number of common communication and coordination solutions for solving new problems.<br />- explain the performance impact of the memory hierarchy.<br />- write small distributed and parallel programs using industry standard parallel programming systems.<br />- describe important characteristics of distributed systems and the salient architectural features of such systems.<br />- use synchronization mechanisms to write race-free programs.<br />- describe the features and applications of important standard message passing protocols which are used in distributed systems.<br />- measure the performance of distributed and parallel programs and computer systems.<br />- identify performance bottlenecks in computer systems.</li></ul>,"Computer systems: multi-core systems; distributed systems; cache and <br /> memory hierarchy effects; performance measurements. <br /><br /> Programming paradigms: paradigms for distributed systems including message <br /> passing; shared memory. <br /><br /> Thread and process synchronization: asynchronous and synchronous <br /> message passing; inter-process communication; mutual exclusion; race <br /> conditions. <br /><br /> Programming patterns: fork-join; master-slave; client-server paradigm. <br /><br /> Programming systems:MPI, OpenMP. ",None,"Due to Covid-19, the written exam for the Summer of 2021 will be held as an online exam from home with all aids and open internet.","05. maj, 2020","Group activities, exercises and programming laboratories. It is desirable, that participants in the course learn the English technical terms and can communicate on the course's topic in English. Therefore parts of the course may be taught in English.",4 hours,,02347,At the Studyplanner,02347,"Please contact the teacher for information on whether this course gives the student the opportunity to prepare a project that may participate in DTU´s Study Conference on sustainability, climate technology, and the environment (GRØN DYST). More infor http://www.groendyst.dtu.dk/english",01 Department of Applied Mathematics and Computer Science,,,F1B,"Sven Karlsson , Ph. (+45) 4525 3754 , svea@dtu.dk",,,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA
02362,Projekt i software-udvikling,5,Danish,"7 step scale , external examiner",Campus Lyngby,BEng,Oral examination and reports,All Aid,13 weeks,Spring F4A (Tues 13-17)  Agreed upon with the teacher,[ ],,,,To obtain a solid routine of programming during a project ,"A student who has met the objectives of the course will be able to:<br />- use I/O with text files<br />- design own elements with exceptions<br />- knowledge on recursion<br />- use interfaces and container classes (collections) inclluding generics<br />- knowledge on classical datastructures (stack, queue ... )<br />- use layered program design (MVC)<br />- knowledge on programming with threads<br />- use JDBC for accessing databases from a Java application<br />- carriyng out a software project in project groups<br />- document source code with javadoc (documentation generator)<br />- validate input with regular expressions<br />- Use state diagrams and state / decisions tables</li></ul>","About 50 % of the course consists of lectures . The rest of the course is used for work on the project with report and reviews (analyze, design, implement, test etc.) <br /><br /> The lectures will be on the new issues, which more or less are used in the project <br /><br /> The aim of the course will include implementation of a predefined programming project (CDIO) <br /><br /> Designing a program from a scratch problem with implementation and documentation of significant elements of this design ",None,None,"05. maj, 2020","Lectures, tutorials and project work (in groups)",,,,At the Studyplanner,02312,,01 Department of Applied Mathematics and Computer Science,,,F4A,"Ekkart Kindler , Lyngby Campus, Building 322, Ph. (+45) 4525 3750 , ekki@dtu.dk",,,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA
02363,Front end web teknologi,5,Danish,"7 step scale , external examiner",Campus Lyngby,BEng,Oral examination and reports,All Aid,13 weeks,Spring F2A (Mon 13-17),[ ],,,,The purpose of the course is to train the participants in developing web applications in Angular ,A student who has met the objectives of the course will be able to:<br />- Explain the principles and architecture of Angular<br />- Develop web-applications of a certain complexity in Angular<br />- Illustrate a design by using simel UML diagrams<br />- Divide applications into Angular components<br />- Organize code according to the chosen architecture<br />- Time- and activity planning<br />- Collaborate in project groups and document a project<br />- Explain the principles of AJAX applications<br />- Explain the principles of reactive programming</li></ul>,Principles in AJAX applications <br /> Single-page applications <br /> Angular <br /> Reactive programming <br /> Observables ,None,IT and Economics: 4th semester,"05. maj, 2020",e-learning modules and project work,,,,At the Studyplanner,02324  02324,"Please contact the teacher for information on whether this course gives the student the opportunity to prepare a project that may participate in DTU´s Study Conference on sustainability, climate technology, and the environment (GRØN DYST). More infor http://www.groendyst.dtu.dk/english",01 Department of Applied Mathematics and Computer Science,,,F2A,"Mads Nyborg , Lyngby Campus, Building 322, Ph. (+45) 4525 5280 , manyb@dtu.dk",,,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA
02369,Software processer og mønstre,5,Danish,"pass / not pass , external examiner",Campus Ballerup,BEng,"Evaluation of exercises/reports  A mandatory project assignment will be made within 13 weeks, which must be submitted and approved. There is a requirement for individualization of the individual sections in the final report",All Aid,13 weeks,Autumn E1B (Thurs 13-17),[ ],,,,"The aim of the course is to enable the student to develop software according to agile development methods in a concrete project, defined in collaboration with external product owners. Furthermore, to give the student an overview of common design patterns and their applications. The students learn to work with a delivery driven agile process model, where the assessment of risks and value for the customer are in focus. ","A student who has met the objectives of the course will be able to:<br />- Describe principles in agile development methods and categorize them<br />- Develop software in practice after the SCRUM method<br />- Apply an agile project management tool<br />- Apply risk analysis<br />- Identify and explain software architecture, including design patterns<br />- Use of a variety of design patterns<br />- Apply state and activity charts<br />- Prepare a report that documents and evaluate a project's deliverables<br />- Participate as a full member in a project (project contract)</li></ul>",State- and Activity Diagrams <br /> Agile development methods <br /> User stories <br /> Extreme programming (XP) <br /> Agil estimation principles <br /> Scrum <br /> Risk analysis. <br /> Design Patterns ,"The course consists of a combined theory / exercise period and a project period. <br /> Participants are divided into the same working groups as in 62550, and work on the same project focusing on the process part ",None,"05. maj, 2020",Classes and labs,,http://www.imm.dtu.dk/courses/02344,02368,At the Studyplanner,,,01 Department of Applied Mathematics and Computer Science,,,"E1B, F1B, No exam - assesment of written reports","Mads Nyborg , Lyngby Campus, Building 322, Ph. (+45) 4525 5280 , manyb@dtu.dk",,,Hugo Andres Lopez Acosta,https://www.dtubasen.dtu.dk/showimage.aspx?id=102607,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA
02393,Programmering i C++,5,English,"pass / not pass , internal examiner",Campus Lyngby,MScOffered as a single course,Written examination and exercises  The written exam (or several parts of the exam) will have to be handed in electronically. The exam is usually oral at reexams.,All Aid,13 weeks,Autumn and E7 (Tues 18-22),[ ],,,,To enable the student to program in C++. To start with the most useful concepts rather than the most privitives one. To describe real problems and solutions. To cover the language and the standard library together. ,"A student who has met the objectives of the course will be able to:<br />- select and use data types<br />- define and construct data structures and functions, including recursive, dynamic data structures and recursive functions<br />- use principles of structured program design and methods<br />- describe and use containers and iterators<br />- construct and demonstrate generic functions and classes (templates)<br />- use and define classes with encapsulation and constructors<br />- use pointers and arrays with memory management<br />- develop projects organized in multiple header and source files<br />- explain and apply the principles of abstract data types<br />- analyze and compare the complexity of different data structures and algorithms<br />- explain the C++ runtime system<br />- discuss C++-related issues in a clear and concise way, possibly using on-line platforms</li></ul>",The course teaches C++ for the working programmer. The focus is on how to make use of the C++ constructs and libraries for the most common kinds of problems in an efficient way and to write programs in an elegant and abstract way. This includes the effective use of C++ constructs and concepts as well as how to apply good engineering principles in C++. ,"The course is also offered as an Open University course. More information on <a href=""http://www.dtu.dk/english/Education/Continuing-education/Open_University""> http:/​/​www.dtu.dk/​english/​Education/​Continuing-education/​Open_University</a>","Due to Covid-19, the written exam for the Summer of 2021 will be held as an online exam from home with all aids and open internet. <br /> Due to Covid-19, the written exam for the Winter of 2020 will be held as an online exam from home.","29. marts, 2021","Normally, there are lectures/live-coding sessions in the first two hours, followed by exercises.",4 hours,http://www.imm.dtu.dk/courses/02393/,02198,At the Studyplanner,02319,,01 Department of Applied Mathematics and Computer Science,,,"Separate examination day, the 7th of Dec. 2020 for the fall and the 17th of May 2021 for the spring","Alberto Lluch Lafuente , Lyngby Campus, Building 321, Ph. (+45) 4525 3736 , albl@dtu.dk","Alceste Scalas (Primary contact person) , Ph. (+45) 4525 3759 , alcsc@dtu.dk",,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA
02402,Introduktion til statistik,5,English,"7 step scale , external examiner",Campus Lyngby,BScOffered as a single course,Written examination and reports  There will be 2 mini projects and they must both be passed in order to go to the written exam. If the projects were passed in a previous semester they shall not be handed in again. Re-exam in June: The re-exam for the May exam is on the last day of the 3-week period (can also be taken in December/May). Registration via https://bit.ly/2RhS6X3,All Aid,13 weeks,Autumn E3A (Tues 8-12)  Spring F4A (Tues 13-17),[ ],,,,"To give the participants an introduction to statistical methods and applications, and to provide them with an understanding of random variation and of the use of statistical models. Important statistical principles for collection and analysis of data are introduced, and methods for model choice, estimation, testing and model verification are presented. The participants learn to handle a number of elementary problems which occur frequently in engineering practice and are thus enabled to critically assess statistical (empirical) investigations and references. ","A student who has met the objectives of the course will be able to:<br />- Estimate and interpret simple summary statistics, such as mean, standard deviation, variance, median and quartiles as well as correlation<br />- Apply simple graphical techniques, including histograms, qq-normal plots, and box plots<br />- Identify and describe probability distributions, including Poisson, binomial, exponential and the normal distribution using the computer program R<br />- Compare different statistical methods<br />- Apply and interpret important statistical concepts, such as the formulation of models, paramteter estimation, construction of confidence intervals and hypothesis testing<br />- Apply and interpret simulation based statistical methods<br />- Apply and interpret simple statistical methods within one- and two sample situations and for count data<br />- Apply and interpret simple statistical methods within simple and multiple linear regression and one- and two-way analysis of variance<br />- Use the program R and interpret its output<br />- Interpret power considerations and perform sample size calculations in different settings using the program R<br />- Debate and criticize empirical based information<br />- Recognize core statistical terms</li></ul>","Simple methods for graphical and tabular assessments of collected or measured data: empirical distributions, histogram, normal probability plot, box plot. Model formulation. Model control: control of distribution function. Application of especially Poisson-, binomial-, exponential- and normal distribution. Estimation and test of parameters and construction of confidence intervals in frequently occuring situations (e.g. means, variances, proportions). Regression analysis with one independent variable and introduction to the analysis of variance and to the analysis of contingency tables, estimation theory and simulation based methods.",The course is a general methodological course aimed at all engineering students. The course is offered in both Danish and English in both semesters. Live lectures are given in English in spring semesters and in Danish in fall semesters. Both Danish and English web-based lectures (video podcasts) are available online in both versions. All material is available in English. Some material is available in Danish as well as English. The exam is given in Danish as well as English. ,"Due to Covid-19, the written exam for the Summer of 2021 will be held as an online exam from home with all aids and open internet. <br /> Due to Covid-19, the written exam for the Winter of 2020 will be held as an online exam from home","11. april, 2021",Lectures. Group study and projects.,4 hours,http://introstat.compute.dtu.dk,,At the Studyplanner,02323.02403.02593,,01 Department of Applied Mathematics and Computer Science,,,"Special day, 19.12.2020 for the fall and 30.05.2021 for the spring (reexam in June)","Md Saifuddin Khalid , skhalid@dtu.dk","Peder Bacher , Lyngby Campus, Building 303B, Ph. (+45) 4525 3075 , pbac@dtu.dk Jan Kloppenborg Møller , Lyngby Campus, Building 303B, Ph. (+45) 4525 3418 , jkmo@dtu.dk Lasse Engbo Christiansen , Lyngby Campus, Building 303B, Ph. (+45) 4525 3315 , laec@dtu.dk Andreas Baum , andba@dtu.dk Niels Aske Lundtorp Olsen , Lyngby Campus, Building 324, Ph. (+45) 4525 3372 , nalo@dtu.dk",,Nicolai Siim Larsen,https://www.dtubasen.dtu.dk/showimage.aspx?id=87998,Peder Bacher,https://www.dtubasen.dtu.dk/showimage.aspx?id=16518,Jan Kloppenborg M&#248;ller,https://www.dtubasen.dtu.dk/showimage.aspx?id=20293,Md Saifuddin Khalid,https://www.dtubasen.dtu.dk/showimage.aspx?id=151637,Pernille Yde Nielsen,https://www.dtubasen.dtu.dk/showimage.aspx?id=26777
02403,Introduktion til matematisk statistik,5,English,"7 step scale , external examiner",Campus Lyngby,BScOffered as a single course,Written examination and reports  There will be 1 mini projects and they must both be passed in order to go to the written exam. Previously passed projects can be reused. The exam will be on the last day of the 3-week period.,All Aid,3 weeks,June,[ ],,,,"To give the participants an introduction to statistical thinking and methods and to provide them with an understanding of random variation and of the use of statistical models. A mathematical approach to statistics will be introduced. <br /> Important statistical principles for collection and analysis of data are introduced, and methods for model choice, estimation, testing and model verification are presented. The participants learn to handle a number of elementary problems which occur frequently in engineering practice and are thus enabled to critically assess statistical (empirical) investigations and references. ","A student who has met the objectives of the course will be able to:<br />- Estimate and interpret simple summary statistics, such as mean, standard deviation, variance, median and quartiles as well as correlation.<br />- Apply simple graphical techniques, including histograms, qq-normal plots, and box plots.<br />- Identify and describe probability distributions, including Poisson, binomial, exponential and the Normal distribution using the programme R.<br />- Understand the background for classical sample distributions:: t-, χ²-, F- distributions.<br />- Compare different statistical methods.<br />- Apply and interpret important statistical concepts, such as the formulation of models, paramteter estimation, construction of confidence intervals and hypothesis testing.<br />- Apply and interpret simulation based statistical methods.<br />- Apply and interpret simple statistical methods within one- and two sample situations and for count data. And account for the mathematical background.<br />- Apply and interpret simple statistical methods within simple and multiple linear regression and one- two-way analysis of variance.<br />- Use the programme R and interpret output from it<br />- Interpret power considerations and perform sample size calculations in different settings using the programme R<br />- Debate and critize emprically based information.</li></ul>","Simple methods for graphical and tabular assessments of collected or measured data: empirical distributions, histogram, normal probability plot, box plot. Model formulation. Model control: control of distribution function. Application of especially Poisson-, binomial-, exponential- and normal distribution. Estimation and test of parameters and construction of confidence intervals in frequently occuring situations (e.g. means, variances, proportions). Regression analysis with one independent variable and introduction to the analysis of variance and to the analysis of contingency tables, estimation theory and simulation based methods. <br /> For all methods the focus is both on applications and on the mathematical background of the statistical methods. ",The course is a general methodological course aimed at mathematically oriented engineering students. Lectures are given in Danish but similar English lectures are available online. ,"Due to Covid-19, the written exam for the Winter of 2020 will be held as an online exam from home <br /> The course is more mathematical centered version of 02402","08. februar, 2021",Lectures. Group study and projects.,4 hours,http://introstat.compute.dtu.dk,,At the Studyplanner,02323.02402.02593,,01 Department of Applied Mathematics and Computer Science,,,"The last day, The reexam is held in December on the same day as the 02402 exam.","Jan Kloppenborg Møller , Lyngby Campus, Building 303B, Ph. (+45) 4525 3418 , jkmo@dtu.dk","Peder Bacher , Lyngby Campus, Building 303B, Ph. (+45) 4525 3075 , pbac@dtu.dk Lasse Engbo Christiansen , Lyngby Campus, Building 303B, Ph. (+45) 4525 3315 , laec@dtu.dk Andreas Baum , andba@dtu.dk",,Jan Kloppenborg M&#248;ller,https://www.dtubasen.dtu.dk/showimage.aspx?id=20293,Peder Bacher,https://www.dtubasen.dtu.dk/showimage.aspx?id=16518,Md Saifuddin Khalid,https://www.dtubasen.dtu.dk/showimage.aspx?id=151637,Nicolai Siim Larsen,https://www.dtubasen.dtu.dk/showimage.aspx?id=87998,Pernille Yde Nielsen,https://www.dtubasen.dtu.dk/showimage.aspx?id=26777
02405,Sandsynlighedsregning,5,Danish,"7 step scale , external examiner",Campus Lyngby,BScOffered as a single course,Written examination,All Aid,13 weeks,Autumn E4B (Fri 8-12),[ ],,,,"To provide the participants with an intuitive and rigorous understanding of probabilistic concepts. The course will familiarize the student with different sources of variability that occur in technical fields and science. This is partly done by exposure to a number of basic models of widespread application. Introduction of various standard techniques enables the students to perform calculations of probabilistic nature. The course provides the mathematical background for probabilistic methods used in statistics courses as well as courses within technical areas with a significant component of random phenomenona. Examples are models of reliability, formation of queues, traffic, analysis of signals, DNA-sequence modeling, etc. ","A student who has met the objectives of the course will be able to:<br />- Apply simple approximate formulas for calculation of probabilities<br />- Apply operations with random variables to obtain new probability distributions.<br />- Formulate simple probability models from a verbal description.<br />- Apply basic definitions and axioms in problem solving (simple problems).<br />- Apply the concept of conditional probability in the basic formulas and definitions of it.<br />- Apply the concepts of conditional distribution and conditional moments.<br />- Choose the correct probabilistic model for a real world phenomenon based on the characteristics.<br />- Perform simple calculations with moments, cross-moments and correlations.<br />- Apply and utilize the relationship between the different ways of expressing a probability distribution.<br />- Calculate distributions and quantities derived from the bivariate normal distribution.<br />- Correctly apply characteristics of discrete and continuous distributions respectively</li></ul>","Axioms of probability theory, exclusion- inclusion, conditional probability, independence, Bayes rule, calculation of the probability of a sequence of events, the binomial distribution, normal approximation to the binomial distribution, sampling with and without replacement, the hypergeometric distribution, discrete random variables, moments with emphasis on mean value and variance, Markovs and Chebychevs inequalities, the central limit theorem, indicator variables, the geometric and negative binomial distributions, the Poisson distribution, continuous random variables, the normal- exponential- and gamma- distributions, survival function, hazardrate, change of variable principle in one dimension, cumulative distribution function, order statistics, uniform continuous random variables, bivariate continuous random variables, the Rayleigh distribution, the chi square distribution, conditional distributions, conditional moments, covariance, the bivariate normal distibution ","The course is a general methodological course aimed at all engineering students.The course requires a certain mathematical maturity, e.g. mastering of basic concepts from calculus. The mathematical maturity can be obtained, while following the course at the expense of an additional workload. ","Due to Covid-19, the written exam for the Summer of 2021 will be held as an online exam from home with all aids and open internet. <br /> Due to Covid-19, the written exam for the Winter of 2020 will be held as an online exam from home","08. februar, 2021","Lectures, exercises and homework problems. The student is required to hand in 3 sets of home work. The home work needs to be approved for the student to register for the exam.",4 hours,http://www.imm.dtu.dk/courses/02405,,At the Studyplanner,,,01 Department of Applied Mathematics and Computer Science,,,"E4B, F4B","Bo Friis Nielsen , Lyngby Campus, Building 321, Ph. (+45) 4525 3397 , bfni@dtu.dk",,,Bo Friis Nielsen,https://www.dtubasen.dtu.dk/showimage.aspx?id=1742,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA
02407,Stokastiske processer - Sandsynlighedsregning 2,5,English,"7 step scale , internal examiner",Campus Lyngby,MScOffered as a single course,Evaluation of exercises/reports  Take home exam,All Aid,13 weeks,Autumn E3A (Tues 8-12),[ ],,,,(Generally) To learn to formulate and analyse relatively simple dynamic probabilistic models. (Especially) To be acquainted with some models of this type which have proved practically usable. ,"A student who has met the objectives of the course will be able to:<br />- Differentiate between different types of stochastic processes, and determine which model class that is most relevant for a certain dynamic phenomenon<br />- Simulate realizations of a Markov- or renewal process<br />- Classify states of a Markov process and the process itself<br />- Determine invariant distributions in Markov processes<br />- Determine simple time varying transition probabilities in Markov processes<br />- Formulate and solve equations for time to absorption or expected time to absorption in Markov chains.<br />- Formulate discrete time Markov processes, which arise from different sampling techniques in continuous time processes<br />- Identify and analyze important special cases of Markov processes, e.g. birth and death processes and fundamental queueing systems<br />- Perform calculations in models based on Brownian motion<br />- Working knowledge of different probability generatingfunctions<br />- If time allows get some knowledge on martingales</li></ul>","The topics are: Markov chains in discrete and continous time, renewal and Markov renewal processes. ","The course is a good supplement for courses in statistics, operations research, time series analysis, image analysis, and control theory. ",None,"05. maj, 2020","Lecture, exercises and computer work.",,http://www.imm.dtu.dk/courses/02407,,At the Studyplanner,,"Please contact the teacher for information on whether this course gives the student the opportunity to prepare a project that may participate in DTU´s Study Conference on sustainability, climate technology, and the environment (GRØN DYST). More infor http://www.groendyst.dtu.dk/english",01 Department of Applied Mathematics and Computer Science,,,"E3A, F3A, No exam","Bo Friis Nielsen , Lyngby Campus, Building 321, Ph. (+45) 4525 3397 , bfni@dtu.dk",,,Bo Friis Nielsen,https://www.dtubasen.dtu.dk/showimage.aspx?id=1742,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA
02409,Multivariat statistik,5,English,"7 step scale , internal examiner",Campus Lyngby,MScOffered as a single course,Written examination  Judged as a whole. Multiple-choice. In a multiple-choice exam it may happen that the grade 10 is given even if only one answer is wrong or missing. Summer exam is oral,All Aid,13 weeks,Autumn E1A (Mon 8-12),[ ],,,,"To give the participants a more thorough understanding of statistical methods with special emphasis on revealing the structure of multidimensional data. The participants are expected to learn to assess multidimensional (linear and non-linear) relations and estimate best predictors, to analyze the influence of complicated experimental designs on (uni- or multi-dimensional) measurements, to assess whether multidimensional data can be reduced to lower dimensionality and in doing this, to assess whether a number of features in a population can be described with a few ""factors"", to discriminate between different populations using simple (linear) functions of measurements of different features of the single individuals, to assess the structure of and relations between phenomena which vary in time. Lastly to be able to use a standard statistical computer program (SAS) and be able to interpret the output and relate it to the course curriculum. ","A student who has met the objectives of the course will be able to:<br />- Explain structure of multivariate data, and calculate the structure of linear combinations of such data<br />- Apply the multivariate normal distribution to describe multivariate data, and assess it's relevance in a given case<br />- Identify relevant distributions derived from the normal distribution, and apply those in conclusions of performed analyses<br />- Interpret multivariate data based on eigenvalue analyses of correlation- and variance-covariance-structures<br />- Construct relevant models with both univariate and multivariate respons variables, and evaluate the model quality in a given case<br />- Suggest an analysis for a given set of data, and find the parameters and other relevant quantities<br />- Able to use the statistical software package SAS, including identifying relevant quantities in and interpreting output from this package.<br />- Relate formulas and concepts from the course with the relevant quantities in SAS</li></ul>","We will cover a large fraction of the following multidimensional models: Multidimensional distributions, multiple and partial correlation. The general linear model: Estimation and testing, geometric interpretation. Regression analysis: Estimation and testing, determination of best regression equations, analysis of residuals, prediction intervals, non-linear analysis etc. Multidimensional analysis of variance. Classification: Bayesian classifiers, linear and quadratic discriminant analysis, canonical discriminant analysis. Canonical analysis: Canonical correlation, principal components, factor analysis. Correlation models: Models for random phenomena which vary in time and space. Applications of SAS in the above areas. ",The course is a general methodological course aimed at students interested in the analysis of multidimensional data or in achieving an overview over a number of the most common statistical methods. ,"Due to Covid-19, the written exam for the Summer of 2021 will be held as an online exam from home with all aids and open internet. <br /> The written exam for the winter of 2020 will be held on campus.","29. oktober, 2020","Lectures, tutorials, computer exercises, and mini-projects.",4 hours,,,At the Studyplanner,,,01 Department of Applied Mathematics and Computer Science,,,"E1A, F1A","Knut Conradsen , Lyngby Campus, Building 321, Ph. (+45) 4525 3416 , knco@dtu.dk","Anders Nymark Christensen , Lyngby Campus, Building 324, Ph. (+45) 4525 5258 , anym@dtu.dk",,Anders Stockmarr,https://www.dtubasen.dtu.dk/showimage.aspx?id=41999,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA
